RANK,PLAYER,GAMES,PASSING_COMP,PASSING_ATT,PASSING_PCT,PASSING_YDS,PASSING_Y/A,PASSING_AIR,PASSING_AIR/A,DEEP_BALL_10+_YDS,DEEP_BALL_20+_YDS,DEEP_BALL_30+_YDS,DEEP_BALL_40+_YDS,DEEP_BALL_50+_YDS,PRESSURE_PKT_TIME,PRESSURE_SACK,PRESSURE_KNCK,PRESSURE_HRRY,PRESSURE_BLITZ,MISC_POOR,MISC_DROP,MISC_RZ_ATT,MISC_RTG,PASSING_TD,PASSING_INT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Tom Brady,1,28,39,72%,341,8.7,179,4.6,12,5,2,1,0,2.4,1,5,5,14,9,1,11,124,3.0,0.0,2.0,2.0,1.0,0.0,31.8
2,Kyler Murray,1,22,32,69%,245,7.7,161,5.0,6,3,2,1,0,2.3,3,1,1,15,4,1,4,89,1.0,1.0,11.0,61.0,2.0,0.0,30.9
3,Ben Roethlisberger,1,27,46,59%,333,7.2,193,4.2,16,3,1,1,0,2.0,0,8,1,17,12,3,9,110,4.0,0.0,1.0,0.0,0.0,0.0,29.3
4,Josh Allen,1,32,49,65%,284,5.8,164,3.3,12,4,1,0,0,2.7,0,4,6,27,8,3,0,77,2.0,2.0,7.0,38.0,0.0,0.0,28.4
5,Aaron Rodgers,1,24,34,71%,325,9.6,108,3.2,13,5,2,1,1,2.3,1,2,2,10,4,2,1,108,2.0,1.0,3.0,4.0,1.0,0.0,26.4
6,Matthew Stafford,1,24,33,73%,276,8.4,149,4.5,9,3,1,1,1,2.1,1,0,4,11,6,2,2,128,3.0,0.0,0.0,0.0,0.0,0.0,23.0
7,Lamar Jackson,1,24,34,71%,249,7.3,112,3.3,11,2,1,0,0,2.6,2,0,10,2,4,3,5,99,2.0,1.0,11.0,55.0,0.0,0.0,22.5
8,Daniel Jones,1,21,28,75%,244,8.7,194,6.9,9,4,2,1,0,2.3,3,4,1,9,4,2,2,101,0.0,0.0,9.0,64.0,1.0,0.0,22.2
9,Justin Herbert,1,20,32,63%,187,5.8,80,2.5,8,1,0,0,0,2.6,2,0,1,15,6,0,5,86,2.0,1.0,4.0,10.0,1.0,0.0,21.5
10,Teddy Bridgewater,1,18,24,75%,136,5.7,83,3.5,3,2,1,0,0,2.4,1,3,2,10,3,1,1,99,2.0,1.0,3.0,16.0,1.0,0.0,20.0
11,Kirk Cousins,1,25,36,69%,292,8.1,153,4.3,11,4,1,1,1,2.5,1,4,2,7,3,3,3,101,2.0,1.0,1.0,-1.0,0.0,0.0,18.6
12,Cam Newton,1,13,17,76%,118,6.9,66,3.9,4,2,0,0,0,2.5,1,1,4,12,2,1,2,114,1.0,0.0,11.0,21.0,1.0,0.0,16.8
13,Philip Rivers,1,29,39,74%,308,7.9,127,3.3,13,3,2,1,0,2.1,1,1,1,6,3,1,11,106,1.0,0.0,0.0,0.0,0.0,0.0,16.3
14,Alex Smith,1,38,55,69%,390,7.1,217,3.9,18,5,0,0,0,2.4,2,6,9,4,13,1,4,89,0.0,0.0,2.0,4.0,0.0,0.0,16.0
15,Tua Tagovailoa,1,15,25,60%,169,6.8,128,5.1,8,2,0,0,0,2.5,0,0,0,10,5,1,6,107,2.0,0.0,6.0,-1.0,0.0,0.0,14.7
16,Deshaun Watson,1,20,30,67%,163,5.4,95,3.2,7,1,0,0,0,2.4,2,1,1,13,7,0,4,91,1.0,0.0,8.0,36.0,0.0,0.0,14.1
17,Joe Burrow,1,21,40,53%,213,5.3,113,2.8,7,2,1,1,1,2.1,4,5,3,17,10,3,5,76,1.0,0.0,0.0,0.0,0.0,0.0,12.5
18,Nick Mullens,1,24,38,63%,247,6.5,143,3.8,12,4,0,0,0,2.4,2,6,4,18,8,0,3,69,1.0,2.0,1.0,3.0,0.0,0.0,12.2
19,Russell Wilson,1,22,37,59%,248,6.7,117,3.2,10,3,1,0,0,3.0,6,6,3,13,8,1,0,57,0.0,2.0,8.0,60.0,0.0,1.0,11.9
20,Drew Lock,1,23,47,49%,257,5.5,198,4.2,11,3,0,0,0,2.7,2,3,9,13,11,6,8,37,1.0,4.0,2.0,7.0,0.0,0.0,11.0
21,Ryan Tannehill,1,15,27,56%,147,5.4,80,3.0,5,2,0,0,0,2.3,1,4,2,4,7,1,5,83,1.0,0.0,2.0,9.0,0.0,0.0,10.8
22,Jared Goff,1,27,37,73%,302,8.2,170,4.6,11,3,2,0,0,2.5,3,2,3,21,4,3,3,97,0.0,0.0,5.0,4.0,0.0,1.0,10.5
23,Jake Luton,1,18,35,51%,169,4.8,93,2.7,7,1,0,0,0,2.4,3,1,4,13,10,2,1,63,1.0,1.0,0.0,0.0,0.0,0.0,9.8
24,Carson Wentz,1,21,37,57%,208,5.6,138,3.7,9,1,0,0,0,2.6,3,9,1,16,8,3,0,73,0.0,0.0,2.0,4.0,0.0,0.0,8.7
25,Derek Carr,1,16,25,64%,154,6.2,95,3.8,5,3,0,0,0,2.7,0,0,2,5,3,2,5,81,0.0,0.0,4.0,10.0,0.0,0.0,7.2
26,Drew Brees,1,8,13,62%,76,5.8,22,1.7,2,1,1,0,0,2.2,0,1,0,3,3,0,4,103,1.0,0.0,1.0,-1.0,0.0,0.0,6.9
27,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,1.0,0.0,6.2
28,Baker Mayfield,1,12,20,60%,132,6.6,85,4.3,7,1,0,0,0,2.6,1,1,1,8,6,0,2,80,0.0,0.0,3.0,1.0,0.0,0.0,5.4
29,Nick Foles,1,15,26,58%,106,4.1,70,2.7,3,2,0,0,0,2.3,2,8,0,13,7,0,4,51,0.0,1.0,1.0,2.0,0.0,0.0,3.4
30,Taysom Hill,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8.0,45.0,0.0,1.0,2.5
31,Jameis Winston,1,6,10,60%,63,6.3,19,1.9,4,0,0,0,0,2.7,2,1,1,4,3,0,4,78,0.0,0.0,4.0,-2.0,0.0,0.0,2.3
32,Tyler Bray,1,1,5,20%,18,3.6,5,1.0,1,0,0,0,0,2.6,0,1,0,0,3,0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.7
33,P.J. Walker,1,2,4,50%,12,3.0,16,4.0,1,0,0,0,0,3.3,1,1,0,0,2,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.5
34,Jalen Hurts,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,-1.0,0.0,0.0,-0.1
35,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,
36,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,
37,Logan Woodside,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,
39,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,
